,max_num_tokens,num_layers,mid_features,precision_macro,recall_macro,f1_macro,precision_micro,recall_micro,f1_micro
0,500.0,1.0,50.0,0.6911393327352643,0.6300635989657939,0.6549690922819633,0.795094532447624,0.7325110629884192,0.762520827207684
1,500.0,1.0,150.0,0.6864534773098784,0.62520902666025,0.6466527778791025,0.7920505123693199,0.7204594670934941,0.7545606942116161
2,500.0,1.0,250.0,0.6946356943977077,0.6187453115209208,0.6495541502290505,0.8004173187271779,0.7223425289520761,0.7593784024547163
3,500.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
