,optimizer,num_hidden,dim_hidden,dropout_rate,learning_rate,num_epochs,precision_macro,recall_macro,f1_macro,precision_micro,recall_micro,f1_micro
0,SWA,2,40,0,0.001,10,0.5712318735516331,0.3711589788465705,0.4282466302351853,0.8363382250174703,0.6993513703032782,0.7617350348470866
1,SWA,2,40,0,0.01,10,0.6573604364688778,0.4876899150922008,0.5438086546830087,0.8229477020602218,0.758604569625431,0.7894672828995378
2,SWA,2,40,0.1,0.001,10,0.5476203167563474,0.3690879489585587,0.42310737497126644,0.8334962301033231,0.6976567521767078,0.7595508477272004
3,SWA,2,40,0.1,0.01,10,0.7073766180917074,0.4652855615918707,0.5277814949105057,0.8305315765561109,0.747735639572255,0.7869618696186962
4,SWA,2,40,0.2,0.001,10,0.5468432662610411,0.36026299193050854,0.41665851346186056,0.8376882661996498,0.6987670192251505,0.7619472409838155
5,SWA,2,40,0.2,0.01,10,0.7478712451558615,0.5069700542330288,0.5658801342812144,0.8228021124572849,0.773856132764565,0.7975788966514092
6,SWA,2,80,0,0.001,10,0.568738415183441,0.4291973850052415,0.47671047918593173,0.8365956309706727,0.7317828551393677,0.7806869895891778
7,SWA,2,80,0,0.01,10,0.719943985346503,0.5539715186199471,0.6059974663130131,0.8231585328887542,0.7934318938818442,0.8080218995477267
8,SWA,2,80,0.1,0.001,10,0.6012924496541617,0.40691752367848016,0.46150238908640673,0.8414965986394558,0.7228422836440134,0.7776695061767203
9,SWA,2,80,0.1,0.01,10,0.6948380684272973,0.5433747159290369,0.5854520542467264,0.8199097744360903,0.7965289545959212,0.8080502697255321
10,SWA,2,80,0.2,0.001,10,0.6252498879014797,0.43037039786752235,0.482737038765987,0.8351367302773952,0.7441710979956758,0.7870341758852976
11,SWA,2,80,0.2,0.01,10,0.6924144004010228,0.5082182064029299,0.562041037814212,0.8261247825006214,0.7768363232630164,0.8007227827134467
12,SWA,2,120,0,0.001,10,0.6177936732954877,0.44001302672099124,0.4942526159637136,0.832254724307533,0.7514754864722726,0.7898050053738676
13,SWA,2,120,0,0.01,10,0.7224789526908113,0.5495465655134318,0.6062067066527269,0.8201896531028688,0.7985741833693684,0.8092376017764619
14,SWA,2,120,0.1,0.001,10,0.6440704537541005,0.4485132345120029,0.5040195981398845,0.8409840390449809,0.7451060597206802,0.7901471727343146
15,SWA,2,120,0.1,0.01,10,0.708469500513401,0.5751807897573642,0.6194889906649655,0.823557954752229,0.7934318938818442,0.8082142857142857
16,SWA,2,120,0.2,0.001,10,0.6242970673206828,0.4283274798455398,0.4860757417776687,0.8455847417362383,0.7279845731315374,0.78239025309301
17,SWA,2,120,0.2,0.01,10,0.7405502156911369,0.5426578406400067,0.5998353330266057,0.8268854064642507,0.78934143633495,0.8076773595623187
18,SWA,3,40,0,0.001,10,0.5709388423524746,0.3845559698201091,0.4345714602166428,0.835603506405934,0.7241278560158944,0.7758820398835425
19,SWA,3,40,0,0.01,10,0.5849277780911019,0.42001557491973485,0.45741507170798423,0.807625434674615,0.7600070122129375,0.783092994550983
20,SWA,3,40,0.1,0.001,10,0.5475829685477326,0.35076861480597177,0.404195045138867,0.8435754189944135,0.7058961023783089,0.7686189673273313
21,SWA,3,40,0.1,0.01,10,0.5773620704108735,0.3868190225123204,0.42858627939656935,0.804905803514983,0.7439957926722375,0.7732531657101213
22,SWA,3,40,0.2,0.001,10,0.5131155319152477,0.32864067202881014,0.38240855900489373,0.8532652316672747,0.6833401507625781,0.7589071321954702
23,SWA,3,40,0.2,0.01,10,0.5305771783235644,0.3296561422410603,0.3839151171307618,0.8378165124453052,0.6825220592531993,0.7522380369678624
24,SWA,3,80,0,0.001,10,0.6120073626135447,0.4349462826263604,0.4832992663108827,0.8400732888365398,0.7501899141003915,0.7925914492977312
25,SWA,3,80,0,0.01,10,0.6856330757754305,0.48352526263456247,0.5382338034722454,0.8210131101126362,0.7794659031145913,0.7997002398081535
26,SWA,3,80,0.1,0.001,10,0.5980822352600209,0.41894808149047763,0.46795554400063016,0.8348259979529171,0.7625781569566996,0.7970682546953735
27,SWA,3,80,0.1,0.01,10,0.6484014164309628,0.44754631796765715,0.5018235046855156,0.8293625649474085,0.7648571261613978,0.7958048335613315
28,SWA,3,80,0.2,0.001,10,0.5666702588788247,0.3956460537988519,0.44453108200026814,0.8302190721649485,0.7529363641675919,0.789691416664113
29,SWA,3,80,0.2,0.01,10,0.6277281145029753,0.42472719406579623,0.47891556974943245,0.833268958413802,0.7563840355285455,0.7929671945354856
30,SWA,3,120,0,0.001,10,0.663670468150428,0.46966962691124914,0.525488836514855,0.8337134169517294,0.7690644539239175,0.8000851089698776
31,SWA,3,120,0,0.01,10,0.7224774478371295,0.4902448603086171,0.5508521205969745,0.8320434402696293,0.778998422252089,0.8046476535385545
32,SWA,3,120,0.1,0.001,10,0.6424359057339337,0.46505868447584553,0.5111869910593915,0.8270290121189864,0.7895751767662011,0.8078682251651669
33,SWA,3,120,0.1,0.01,10,0.6580298085872184,0.4879557648266465,0.5423697734330317,0.8247709829165635,0.7786478116052125,0.8010460188163154
34,SWA,3,120,0.2,0.001,10,0.6491732013933399,0.45703788323180383,0.5067944714424398,0.8411113936927772,0.7730380412551862,0.8056392923479797
35,SWA,3,120,0.2,0.01,10,0.6488990919433547,0.4490023264987141,0.5022190448794297,0.8354610848292399,0.7533454099222813,0.7922812192723698
