,optimizer,num_hidden,dim_hidden,dropout_rate,learning_rate,num_epochs,precision_macro,recall_macro,f1_macro,precision_micro,recall_micro,f1_micro
22,SWA,2,120,0.2,0.001,10,0.6242970673206828,0.4283274798455398,0.4860757417776687,0.8455847417362383,0.7279845731315374,0.78239025309301
23,SWA,2,120,0.2,0.01,10,0.7405502156911369,0.5426578406400067,0.5998353330266057,0.8268854064642507,0.7893414363349499,0.8076773595623187
24,SWA,3,40,0.0,0.001,10,0.5709388423524746,0.3845559698201091,0.4345714602166428,0.8356035064059341,0.7241278560158944,0.7758820398835425
25,SWA,3,40,0.0,0.01,10,0.5849277780911019,0.4200155749197349,0.4574150717079842,0.807625434674615,0.7600070122129375,0.7830929945509829
26,SWA,3,40,0.1,0.001,10,0.5475829685477326,0.35076861480597177,0.40419504513886695,0.8435754189944135,0.7058961023783089,0.7686189673273313
27,SWA,3,40,0.1,0.01,10,0.5773620704108735,0.3868190225123204,0.42858627939656935,0.8049058035149829,0.7439957926722375,0.7732531657101213
28,SWA,3,40,0.2,0.001,10,0.5131155319152477,0.3286406720288101,0.3824085590048937,0.8532652316672747,0.6833401507625781,0.7589071321954702
29,SWA,3,40,0.2,0.01,10,0.5305771783235644,0.3296561422410603,0.3839151171307618,0.8378165124453052,0.6825220592531993,0.7522380369678624
30,SWA,3,80,0.0,0.001,10,0.6120073626135447,0.4349462826263604,0.4832992663108827,0.8400732888365398,0.7501899141003915,0.7925914492977312
31,SWA,3,80,0.0,0.01,10,0.6856330757754305,0.4835252626345625,0.5382338034722454,0.8210131101126362,0.7794659031145913,0.7997002398081535
32,SWA,3,80,0.1,0.001,10,0.5980822352600209,0.4189480814904776,0.4679555440006302,0.8348259979529171,0.7625781569566996,0.7970682546953735
33,SWA,3,80,0.1,0.01,10,0.6484014164309628,0.4475463179676572,0.5018235046855156,0.8293625649474085,0.7648571261613978,0.7958048335613315
34,SWA,3,80,0.2,0.001,10,0.5666702588788247,0.3956460537988519,0.44453108200026814,0.8302190721649485,0.7529363641675919,0.7896914166641129
35,SWA,3,80,0.2,0.01,10,0.6277281145029753,0.4247271940657962,0.4789155697494325,0.8332689584138019,0.7563840355285455,0.7929671945354856
36,SWA,3,120,0.0,0.001,10,0.663670468150428,0.4696696269112491,0.525488836514855,0.8337134169517294,0.7690644539239175,0.8000851089698776
37,SWA,3,120,0.0,0.01,10,0.7224774478371295,0.4902448603086171,0.5508521205969745,0.8320434402696293,0.778998422252089,0.8046476535385545
38,SWA,3,120,0.1,0.001,10,0.6424359057339337,0.4650586844758455,0.5111869910593915,0.8270290121189864,0.7895751767662011,0.8078682251651669
39,SWA,3,120,0.1,0.01,10,0.6580298085872184,0.4879557648266465,0.5423697734330317,0.8247709829165635,0.7786478116052125,0.8010460188163154
40,SWA,3,120,0.2,0.001,10,0.6491732013933399,0.4570378832318038,0.5067944714424398,0.8411113936927772,0.7730380412551862,0.8056392923479797
41,SWA,3,120,0.2,0.01,10,0.6488990919433547,0.4490023264987141,0.5022190448794297,0.8354610848292399,0.7533454099222813,0.7922812192723698
